,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
308,Rebecca Brooks,Male,27,Adventure Sports,Warm,Low,Leisure,4,1,13,April,Car
309,Amy Johnson,Male,43,Mountain,Cold,Low,Leisure,1,0,10,February,Ferry
310,Ivan Knight II,Male,33,Winery,Warm,Medium,Business,1,1,8,October,Bus
311,Tara Calderon,Male,25,City,Cold,Medium,Leisure,3,1,8,October,Airplane
312,Scott Jones,Female,60,Religious Pilgrimage,Hot,Low,Leisure,1,0,10,December,Bus
313,Christopher White,Female,56,Forest,Hot,Medium,Business,2,0,3,May,Airplane
314,Janet Lawson,Female,33,Art and Architecture Tour,Warm,Low,Business,1,0,5,April,Train
315,Jimmy Robles,Male,27,Desert,Warm,Medium,Business,5,1,8,February,Train
316,Melissa Mitchell,Female,51,Village,Cold,Low,Leisure,5,1,13,April,Car
317,David Miller,Female,63,Science and Astronomy Tour,Hot,Low,Business,3,1,3,September,Bus
318,Chelsea Navarro,Male,18,Forest,Warm,Medium,Business,5,0,11,March,Ferry
319,Cole Wood,Female,30,Beach,Hot,Medium,Business,5,1,12,December,Bus
320,Raymond Moore,Female,50,Adventure Sports,Hot,High,Business,2,1,1,July,Train
321,Brad Stewart,Male,42,Adventure Sports,Cold,Medium,Business,2,1,4,May,Airplane
322,Michael Dickerson,Female,61,Island,Hot,High,Leisure,5,1,2,March,Train
323,David Vazquez,Male,43,Spa Retreat,Hot,Medium,Leisure,1,0,7,May,Car
324,Craig Waters,Female,64,Beach,Hot,High,Business,2,1,9,June,Ferry
325,Samuel Hanson,Female,19,Yoga and Wellness Retreat,Hot,Low,Business,2,0,1,May,Airplane
326,Margaret Morales,Male,26,Adventure Sports,Warm,Medium,Leisure,1,0,10,April,Ferry
327,Mr. Christopher Smith,Male,33,Arctic Expedition,Hot,High,Leisure,2,1,1,June,Airplane
328,Michele Jacobson,Male,59,Theme Park,Hot,Medium,Business,5,1,5,September,Ferry
329,Tracy Doyle,Male,29,Jungle,Warm,Medium,Leisure,5,0,8,April,Car
330,Jon Williams,Female,53,Theme Park,Cold,Low,Business,3,0,1,September,Train
331,Cynthia Smith,Female,35,Food and Culinary Tour,Hot,Low,Business,2,0,6,August,Train
332,Caitlin Wilson,Male,18,Jungle,Cold,High,Leisure,1,0,6,August,Bus
333,Jamie Young,Female,41,Theme Park,Cold,Medium,Leisure,4,1,5,February,Train
334,Jeremy Curtis,Male,28,Jungle,Cold,Low,Business,2,0,2,June,Car
335,Michele Vang,Male,31,Lake,Hot,Medium,Business,5,0,12,December,Train
336,Sarah Harrison,Male,60,Photography Expedition,Hot,Low,Leisure,5,1,11,November,Car
337,Martin Jimenez,Female,51,Art and Architecture Tour,Hot,Medium,Business,1,1,5,April,Ferry
338,Jennifer Dudley,Male,28,Art and Architecture Tour,Cold,Medium,Business,5,0,13,June,Airplane
339,Leslie Harmon,Male,30,Volcano Exploration,Warm,Medium,Business,4,1,8,August,Train
340,Kayla Torres,Male,31,Food and Culinary Tour,Cold,Low,Leisure,3,1,8,April,Car
341,Alexandra Kennedy,Female,32,Food and Culinary Tour,Warm,Medium,Leisure,1,1,12,July,Ferry
342,Krystal Wilson,Female,24,Shopping Extravaganza,Warm,Medium,Leisure,3,0,4,June,Car
343,Jamie Brown,Male,39,Cruise,Warm,Low,Leisure,4,0,11,August,Car
344,Larry Lawson,Male,50,Religious Pilgrimage,Hot,High,Leisure,3,1,7,January,Airplane
345,Raymond Ramirez,Male,21,Village,Hot,High,Leisure,5,1,14,September,Airplane
346,Jessica Weeks,Male,34,Spa Retreat,Warm,Medium,Business,1,1,6,February,Car
347,Christina Newton,Male,45,Cruise,Cold,Medium,Business,5,1,10,July,Airplane
348,Kimberly Herrera,Female,49,Cruise,Cold,Medium,Leisure,2,1,5,October,Airplane
349,Annette Hawkins,Male,33,Cultural Experience,Hot,Low,Leisure,5,1,7,February,Bus
350,Mr. William Sutton DDS,Male,44,Island,Hot,Low,Business,1,0,5,April,Bus
351,Michael Moore,Male,57,Yoga and Wellness Retreat,Warm,Medium,Business,3,1,8,April,Bus
352,Christopher Boyer,Female,35,Yoga and Wellness Retreat,Cold,Medium,Business,4,0,3,June,Train
353,Martin Matthews,Male,30,Arctic Expedition,Hot,Medium,Business,2,1,8,November,Ferry
354,Anthony Villarreal,Female,49,Yoga and Wellness Retreat,Cold,Medium,Leisure,1,1,5,November,Airplane
355,Roy Carter,Female,24,Science and Astronomy Tour,Cold,Low,Leisure,5,1,13,July,Bus
356,Tracy Martinez,Female,51,Yoga and Wellness Retreat,Warm,Low,Leisure,1,0,8,April,Car
357,Timothy Moreno,Female,50,Adventure Sports,Hot,Medium,Leisure,3,1,4,September,Train
358,Mary Hubbard,Female,50,Cruise,Hot,High,Leisure,5,0,8,January,Bus
359,Kristina Hester,Female,53,Fishing Village,Warm,High,Business,2,1,6,June,Airplane
360,Vanessa Cervantes,Female,48,National Park,Cold,Low,Business,3,1,11,April,Airplane
361,Bryan Johnson,Male,59,Food and Culinary Tour,Cold,Medium,Leisure,1,1,4,April,Car
362,Tiffany Wilson,Male,33,Ski Resort,Hot,High,Business,1,1,13,March,Ferry
363,Dana Henry,Female,29,Science and Astronomy Tour,Cold,High,Business,3,1,2,March,Train
364,Mario Stout,Male,24,Fishing Village,Warm,Low,Business,4,1,8,September,Airplane
365,Dominic Bauer,Female,42,National Park,Warm,High,Business,3,0,1,July,Train
366,Kelly Serrano,Male,55,Spa Retreat,Warm,Medium,Business,3,1,5,August,Car
367,Amanda Ballard,Male,32,Fishing Village,Hot,Medium,Leisure,1,1,7,January,Airplane
368,Jason Griffin,Female,34,Beach,Warm,Low,Business,4,0,11,February,Train
369,Taylor Morgan,Female,54,Music and Festival Tour,Warm,Medium,Leisure,3,1,7,January,Airplane
370,David Hanna,Male,20,Science and Astronomy Tour,Cold,Low,Business,4,1,11,June,Airplane
371,Paul Carter,Female,51,Ski Resort,Warm,High,Leisure,1,1,11,July,Airplane
372,Randy Turner,Male,52,Cruise,Warm,High,Leisure,1,1,9,April,Car
373,Michaela Costa,Female,38,Wildlife Safari,Cold,Low,Leisure,4,1,3,May,Car
374,Michael Holmes,Male,41,Photography Expedition,Warm,High,Leisure,1,0,10,January,Ferry
375,Carl Jones,Male,37,Fishing Village,Cold,Low,Business,1,1,9,July,Car
376,Jerry Vargas,Female,50,Art and Architecture Tour,Cold,Medium,Leisure,3,1,12,August,Train
377,Jeffrey Carter,Female,31,Desert,Cold,High,Business,4,1,11,January,Train
378,Michelle Johnson,Male,53,Shopping Extravaganza,Hot,Low,Business,4,0,2,June,Ferry
379,Gary Nolan,Male,51,National Park,Hot,Medium,Business,4,1,4,October,Ferry
380,Nicholas Best,Male,50,Art and Architecture Tour,Hot,Medium,Leisure,2,0,12,January,Train
381,Jonathan Maxwell,Female,21,Religious Pilgrimage,Hot,Low,Business,3,1,1,March,Ferry
382,Jacob Hernandez,Male,61,Religious Pilgrimage,Warm,Medium,Business,3,1,8,July,Bus
383,Robert Sanchez,Female,25,Wildlife Safari,Cold,High,Business,4,0,11,April,Car
384,Ashley Lyons MD,Female,57,Music and Festival Tour,Warm,Medium,Business,4,1,10,July,Ferry
385,Laura Richardson,Male,42,Historical Sites,Cold,Low,Business,3,1,9,August,Bus
386,Denise Hoover,Male,19,Adventure Sports,Cold,Medium,Leisure,5,0,4,November,Airplane
387,Erin Abbott,Male,48,Countryside,Hot,Low,Leisure,2,0,3,February,Bus
388,Rebecca Ross,Female,18,Mountain,Hot,Medium,Business,5,0,7,May,Train
389,Annette Ramirez,Female,47,Historical Sites,Cold,Medium,Leisure,5,0,14,November,Airplane
390,Wanda Thompson,Female,44,Island,Hot,Low,Leisure,2,1,13,December,Airplane
391,Christopher Scott,Male,27,Lake,Cold,High,Leisure,5,0,4,March,Ferry
392,Mark Edwards,Female,22,Mountain,Cold,Low,Business,2,0,8,September,Bus
393,Nicholas Jennings,Male,49,Village,Warm,Medium,Leisure,1,1,13,August,Train
394,James Buchanan,Female,31,Cruise,Hot,Medium,Leisure,1,1,7,October,Ferry
395,Ashley Taylor,Female,32,City,Cold,High,Business,4,0,3,November,Car
396,Jenna Parker,Male,42,Village,Warm,Low,Business,3,1,11,July,Train
397,Christopher Henry,Female,25,Fishing Village,Cold,Low,Business,2,0,12,November,Car
398,Jeff Williams,Male,57,Ski Resort,Cold,High,Business,2,1,11,May,Train
399,Michelle Mcintosh,Male,26,Yoga and Wellness Retreat,Cold,Low,Business,1,0,8,December,Airplane
400,Jeremy Reyes,Female,23,Cultural Experience,Cold,Low,Leisure,4,1,5,February,Ferry
401,Teresa Baker,Female,54,Food and Culinary Tour,Warm,Low,Business,4,0,10,November,Car
402,Terri Hernandez,Female,47,Countryside,Warm,High,Leisure,4,1,3,November,Bus
403,Michelle Padilla,Female,60,City,Hot,Low,Leisure,3,0,6,April,Ferry
404,Christine Sparks,Male,31,Cruise,Warm,High,Business,2,1,12,March,Bus
405,Rachel Washington,Female,36,Spa Retreat,Hot,High,Leisure,1,1,6,April,Bus
406,Bianca Klein,Male,58,Historical Sites,Warm,Low,Business,1,0,1,January,Bus
407,Dana Avila,Female,56,Ski Resort,Hot,Low,Leisure,1,1,11,May,Train
408,Danielle Contreras,Female,49,National Park,Cold,High,Leisure,1,1,10,May,Train
409,Erin Hopkins,Male,37,Ski Resort,Cold,Medium,Leisure,3,0,14,September,Car
410,Linda Russell,Male,45,Fishing Village,Warm,Medium,Business,5,1,1,November,Ferry
411,Kayla Bell,Female,43,Fishing Village,Hot,Low,Leisure,5,1,11,February,Car
412,Angela Hutchinson MD,Male,34,Art and Architecture Tour,Hot,Medium,Business,5,1,10,June,Bus
413,Bruce Miller,Female,26,Adventure Sports,Cold,Low,Business,2,1,9,May,Car
414,Joe Heath,Female,49,Cruise,Warm,Low,Leisure,5,0,7,July,Ferry
415,Nichole Mitchell,Male,39,Photography Expedition,Hot,High,Business,2,1,5,July,Ferry
416,Jason Zimmerman,Female,24,Fishing Village,Hot,Medium,Leisure,5,1,4,December,Train
417,Pamela White,Male,64,Music and Festival Tour,Hot,High,Leisure,4,0,1,October,Airplane
418,Anna Lee,Male,59,Theme Park,Cold,Medium,Leisure,1,1,12,September,Car
419,Edward Foster,Female,34,Photography Expedition,Hot,Low,Business,1,0,4,September,Airplane
420,Brandon West,Male,29,Volcano Exploration,Hot,Low,Leisure,3,1,5,December,Airplane
421,Julie Hernandez,Male,35,Theme Park,Cold,Medium,Business,1,0,13,January,Ferry
422,Peter Wilkerson,Female,28,National Park,Hot,High,Business,5,0,6,February,Train
423,Richard Richards,Male,54,Food and Culinary Tour,Warm,Low,Business,4,0,2,May,Ferry
424,Jacob Smith,Male,62,Desert,Warm,Low,Leisure,4,0,12,February,Bus
425,Katrina Holmes,Female,63,Beach,Warm,Medium,Business,5,0,2,July,Train
426,Thomas Shepherd,Female,21,Village,Hot,Low,Leisure,2,1,14,November,Car
427,Kaitlin Mills,Male,19,Shopping Extravaganza,Hot,Low,Business,2,0,4,October,Car
428,Jeffrey Rivera,Male,57,Art and Architecture Tour,Hot,Medium,Leisure,4,1,2,February,Airplane
429,Richard Adams,Female,50,Winery,Hot,High,Business,1,1,10,May,Car
430,Hannah Johns,Male,41,Cruise,Warm,Low,Leisure,2,0,5,August,Bus
431,Edward Foster,Female,35,Beach,Warm,High,Leisure,5,1,9,October,Train
432,Brandon Mills Jr.,Male,27,Beach,Warm,Low,Leisure,3,0,8,June,Train
433,Brooke Jones,Female,64,Cultural Experience,Cold,Medium,Business,4,0,1,April,Airplane
434,Catherine Sanchez,Male,44,Winery,Hot,High,Business,5,0,10,December,Ferry
435,James Schmidt,Female,30,Beach,Hot,Low,Leisure,3,1,1,July,Airplane
436,Jack Smith,Male,46,Island,Hot,Low,Leisure,5,1,1,September,Airplane
437,Christine Williams,Female,39,Adventure Sports,Cold,High,Leisure,4,0,7,April,Bus
438,Gregory Pope,Male,36,Arctic Expedition,Warm,Medium,Business,5,0,4,May,Bus
439,Carmen Cline,Male,50,Shopping Extravaganza,Cold,Medium,Business,5,0,8,February,Airplane
440,Crystal Miller,Female,19,Music and Festival Tour,Hot,Medium,Leisure,3,1,7,March,Ferry
441,Michael Palmer,Female,64,Yoga and Wellness Retreat,Warm,High,Leisure,2,1,8,July,Train
442,Katie Fox,Female,30,Countryside,Hot,High,Business,5,0,12,December,Car
443,Lindsay Brooks,Male,57,Science and Astronomy Tour,Cold,Low,Leisure,4,1,2,June,Car
444,Nathan Cox,Female,41,National Park,Cold,High,Leisure,3,0,9,March,Car
445,Tamara Lewis DVM,Male,55,Wildlife Safari,Cold,High,Business,1,0,14,November,Bus
446,James Meyers,Female,19,Food and Culinary Tour,Warm,Low,Business,2,1,10,February,Train
447,Alexis Fisher,Male,20,Countryside,Warm,High,Business,2,1,2,December,Bus
448,Julie Gomez,Female,50,Religious Pilgrimage,Hot,High,Business,5,1,10,May,Airplane
449,Ann Johnson,Male,39,Cultural Experience,Cold,Medium,Leisure,3,1,1,March,Train
450,Nathaniel Thomas,Male,46,Religious Pilgrimage,Hot,Low,Business,3,1,5,November,Ferry
451,Katherine Martin,Male,40,Science and Astronomy Tour,Hot,Low,Leisure,2,1,7,May,Train
452,Kirk Berger,Male,43,Arctic Expedition,Hot,Low,Business,3,0,13,May,Train
453,Marc Benson,Male,38,Forest,Warm,Low,Business,1,1,14,November,Bus
454,Dennis Campos,Male,56,Village,Cold,Medium,Business,5,1,7,December,Car
455,Tracy Burgess DDS,Male,22,Yoga and Wellness Retreat,Hot,High,Leisure,5,1,7,June,Bus
456,Christina Allen,Female,36,Photography Expedition,Hot,High,Leisure,4,0,6,May,Train
457,Randall Flores,Female,33,Art and Architecture Tour,Warm,Low,Leisure,3,1,10,December,Ferry
458,Adam Brown,Male,23,Beach,Warm,Low,Business,5,0,4,April,Bus
459,Peter Owens,Female,42,Desert,Cold,Medium,Business,2,0,14,July,Train
460,Danny Doyle,Female,48,Countryside,Warm,Medium,Leisure,2,0,9,April,Airplane
461,Samantha Myers,Female,21,Beach,Hot,Medium,Business,4,0,5,February,Car
462,Anna Newman,Female,34,Lake,Cold,High,Business,4,1,14,July,Train
463,Sean Mitchell,Male,55,Shopping Extravaganza,Cold,Medium,Business,5,1,6,December,Ferry
464,Lori Chapman,Female,40,Lake,Cold,Medium,Business,3,0,11,June,Train
465,Timothy Smith,Male,52,Spa Retreat,Hot,Low,Leisure,4,1,10,August,Car
466,Angela Nichols,Female,54,Island,Warm,Medium,Business,3,1,13,March,Airplane
467,Robert Howard,Female,31,Beach,Warm,Medium,Leisure,3,1,14,February,Airplane
468,Christine Ramirez,Male,44,National Park,Hot,Medium,Business,1,0,4,October,Train
469,Barry Hull,Female,49,Shopping Extravaganza,Warm,Low,Business,2,1,12,September,Train
470,Mr. Nathan Sanchez,Female,64,Lake,Cold,Medium,Leisure,3,1,6,May,Train
471,Mark Miller,Male,36,Food and Culinary Tour,Cold,Medium,Leisure,1,1,3,September,Car
472,Eric Sharp,Female,35,Spa Retreat,Cold,High,Business,1,1,13,March,Airplane
473,Karen Jenkins,Female,19,Photography Expedition,Warm,High,Business,1,1,8,September,Airplane
474,Stephanie Moran,Female,49,Music and Festival Tour,Hot,Low,Business,4,0,5,January,Ferry
475,Tony Hood,Female,35,Mountain,Warm,Low,Business,1,0,9,May,Train
476,Cory Mason,Female,28,Yoga and Wellness Retreat,Warm,High,Business,2,1,14,October,Train
477,Douglas Barrera,Female,42,Arctic Expedition,Hot,Low,Leisure,1,1,1,August,Airplane
478,David Rodriguez,Male,30,Forest,Hot,High,Leisure,2,1,1,February,Train
479,David Sullivan,Male,38,Jungle,Cold,Low,Business,1,1,13,September,Airplane
480,Justin Vaughn,Female,48,Art and Architecture Tour,Warm,High,Business,2,1,4,August,Airplane
481,Ronald Williamson,Male,25,Science and Astronomy Tour,Cold,High,Business,3,1,11,May,Airplane
482,Charles Smith,Male,51,Arctic Expedition,Cold,Low,Leisure,5,0,14,June,Bus
483,Mrs. Stephanie Love,Male,32,Winery,Hot,Low,Leisure,2,1,14,December,Airplane
484,Brian Baird,Female,51,Ski Resort,Hot,High,Leisure,4,0,10,May,Airplane
485,Anthony Mathews,Female,26,Yoga and Wellness Retreat,Warm,Low,Leisure,2,1,1,October,Car
486,Jacob Bradley,Male,19,Wildlife Safari,Warm,Medium,Leisure,5,1,11,February,Ferry
487,Angela Brown,Female,29,Music and Festival Tour,Hot,Medium,Business,1,1,13,September,Train
488,Mary Watson,Male,56,Cultural Experience,Hot,Medium,Leisure,5,0,2,February,Ferry
489,Jermaine Figueroa,Male,60,Beach,Warm,High,Leisure,5,1,3,June,Train
490,Michael Escobar,Male,52,Island,Cold,Low,Leisure,2,0,10,May,Car
491,Robert Adams DDS,Female,34,Island,Cold,Medium,Business,4,1,2,October,Ferry
492,Carla Williams,Female,49,Adventure Sports,Warm,Low,Leisure,1,0,9,May,Bus
493,Tamara Lee,Female,41,Jungle,Cold,High,Business,2,1,10,May,Ferry
494,Catherine Calhoun,Male,48,National Park,Hot,Low,Business,5,1,2,January,Train
495,Christian Padilla,Female,55,Art and Architecture Tour,Cold,High,Leisure,5,0,13,November,Train
496,Christopher Becker,Female,41,Arctic Expedition,Hot,Medium,Business,4,0,4,August,Train
497,Jessica Lowe,Female,38,Lake,Warm,Low,Business,1,0,2,March,Train
498,David Johnson,Female,50,Desert,Hot,High,Leisure,3,0,12,October,Train
499,Jacob Pruitt,Female,61,Cruise,Warm,Low,Leisure,5,1,5,July,Train
500,Jose Cowan,Female,47,Cruise,Cold,High,Leisure,5,0,14,March,Bus
501,Katelyn Powell MD,Female,64,Music and Festival Tour,Cold,Low,Leisure,3,1,2,March,Airplane
502,Michael Smith,Female,56,Forest,Warm,Medium,Business,2,1,11,January,Car
503,Rachel Alvarado,Male,29,Lake,Hot,High,Leisure,2,0,10,June,Airplane
504,Andrew Vargas,Male,44,Cultural Experience,Cold,High,Leisure,2,1,7,May,Car
505,Sabrina Thomas,Male,57,Forest,Hot,Low,Leisure,2,1,13,May,Airplane
506,Elizabeth Clarke,Male,37,Island,Warm,High,Business,3,0,2,August,Airplane
507,Tina Romero,Male,23,Desert,Hot,High,Business,2,1,3,May,Ferry
508,Mr. Christopher Smith,Male,47,Winery,Hot,Medium,Leisure,1,1,1,August,Airplane
509,Katrina Ford,Male,39,National Park,Hot,Medium,Leisure,2,1,4,July,Ferry
510,Stephen Henry,Male,57,Historical Sites,Hot,Medium,Business,4,1,4,January,Bus
511,Daniel Torres,Female,56,Countryside,Warm,Low,Leisure,3,0,9,September,Car
512,Nicole Miles,Male,49,City,Cold,High,Business,2,0,3,January,Airplane
513,Stephanie King,Female,24,Fishing Village,Cold,Medium,Business,1,0,12,August,Airplane
514,Ann Smith,Female,63,Beach,Hot,Medium,Leisure,2,0,6,January,Bus
515,Jaclyn Wagner,Female,30,Art and Architecture Tour,Cold,Low,Business,1,0,8,November,Airplane
516,Pamela Campos,Male,62,Shopping Extravaganza,Warm,Medium,Business,4,1,5,April,Train
517,Beth Riggs,Male,49,Art and Architecture Tour,Hot,Medium,Business,5,1,6,March,Car
518,Thomas Hernandez,Female,57,Island,Hot,Medium,Leisure,3,0,5,August,Car
519,Rodney Cunningham,Male,18,Science and Astronomy Tour,Hot,High,Leisure,1,0,14,September,Train
520,Michelle Davis,Male,52,Theme Park,Hot,High,Business,5,0,1,October,Ferry
521,Michael Frazier,Female,29,Lake,Hot,Medium,Leisure,4,0,14,July,Ferry
522,Jonathan Gentry,Female,50,Cruise,Cold,Medium,Business,3,0,2,June,Train
523,Michelle Kaufman,Female,56,Ski Resort,Hot,Low,Leisure,1,1,11,July,Car
524,Kelsey Parker,Male,59,Religious Pilgrimage,Cold,High,Business,3,0,11,August,Airplane
525,Roberto Boyd,Female,58,Cruise,Hot,High,Leisure,3,1,13,July,Train
526,Eric Smith,Female,44,City,Hot,High,Business,2,0,7,August,Bus
527,Jonathan Gonzales,Female,32,Science and Astronomy Tour,Cold,High,Business,3,1,13,August,Car
528,Gloria Hernandez,Male,64,Wildlife Safari,Warm,High,Leisure,2,1,11,June,Airplane
529,Kerri Kelly,Female,57,Beach,Hot,Medium,Business,3,1,2,March,Airplane
530,Damon Maldonado,Male,19,Yoga and Wellness Retreat,Cold,High,Business,5,0,11,April,Bus
531,Melissa Patton,Female,34,Science and Astronomy Tour,Warm,Low,Business,4,0,11,December,Ferry
532,Christopher Thompson,Male,24,Cultural Experience,Hot,Medium,Business,2,0,6,November,Car
533,Tracy Hood,Male,48,Cultural Experience,Cold,High,Leisure,3,0,12,March,Car
534,Samantha Riddle,Female,33,Food and Culinary Tour,Hot,Medium,Leisure,1,0,5,May,Train
535,Alexander Blankenship,Male,19,Village,Hot,Medium,Business,4,1,10,October,Airplane
536,Melanie Allen,Male,54,Adventure Sports,Hot,Low,Business,2,1,6,May,Ferry
537,Matthew Ellis,Male,28,Forest,Warm,Low,Business,5,1,5,January,Car
538,Richard Cross,Male,33,Ski Resort,Hot,Low,Business,3,0,11,November,Car
539,Johnathan Jordan,Male,50,Desert,Warm,Low,Leisure,5,0,10,September,Airplane
540,Bobby Estrada,Female,43,Island,Cold,Low,Leisure,2,0,10,December,Airplane
541,Stephanie Sanchez,Female,21,Beach,Hot,High,Business,3,0,14,October,Car
542,Mariah Adams,Female,24,Beach,Hot,Low,Business,5,0,4,May,Airplane
543,Anthony Perry,Female,45,Wildlife Safari,Hot,Medium,Business,3,1,1,June,Ferry
544,Amy Donovan,Male,49,National Park,Warm,High,Leisure,4,1,10,February,Ferry
545,Samantha Lynn,Female,45,Music and Festival Tour,Warm,High,Business,1,0,12,November,Bus
546,Dale Rose,Female,20,Science and Astronomy Tour,Warm,Medium,Business,1,0,3,July,Ferry
547,Christina Allen,Male,22,Island,Cold,High,Leisure,5,0,1,June,Car
548,Gail Wilson,Female,35,Historical Sites,Hot,High,Leisure,2,1,5,April,Car
549,Donna Meyer,Female,55,Adventure Sports,Hot,Medium,Business,1,1,7,March,Ferry
550,Angel Hayden,Female,44,Lake,Hot,High,Leisure,2,0,4,August,Airplane
551,Cynthia Hall,Female,49,City,Cold,High,Leisure,3,0,11,September,Bus
552,Jason Mclean,Male,25,Jungle,Hot,Low,Leisure,3,0,8,July,Bus
553,Michael Hamilton,Female,53,Spa Retreat,Cold,Low,Leisure,2,1,1,November,Car
554,Kathryn Morrow,Male,23,Arctic Expedition,Cold,Low,Business,5,0,11,October,Car
555,Michelle Green,Male,34,Village,Hot,Medium,Business,2,1,3,December,Bus
556,Annette Hall,Female,64,Beach,Warm,Low,Business,4,1,12,December,Train
557,Michael Cordova,Female,50,Forest,Hot,Medium,Leisure,5,1,4,November,Train
558,James Smith,Female,19,Beach,Hot,High,Leisure,1,1,12,January,Airplane
559,David Ray,Male,47,City,Warm,Medium,Leisure,1,0,12,August,Ferry
560,Ian Flores,Male,54,Music and Festival Tour,Cold,Medium,Leisure,3,0,1,September,Car
561,Jessica Frost,Female,34,Volcano Exploration,Cold,Medium,Business,5,0,14,October,Train
562,Dana Campbell,Male,43,Lake,Cold,Low,Business,1,1,9,May,Ferry
563,Tamara Garcia,Male,64,Cruise,Cold,Medium,Leisure,5,0,6,April,Ferry
564,Julie Barber,Male,52,Mountain,Cold,Low,Leisure,4,0,3,August,Train
565,Mary Morrow,Female,58,Arctic Expedition,Hot,Low,Business,4,1,2,August,Train
566,Robert Young,Female,25,Village,Hot,Medium,Business,3,0,6,November,Train
567,Mark Hernandez,Male,35,Wildlife Safari,Hot,Low,Business,1,0,5,August,Train
