,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
321,Brianna Sandoval,Female,58,Village,Hot,High,Business,1,0,7,August,Ferry
322,Lori Hunter,Male,28,Photography Expedition,Warm,Low,Business,1,1,12,July,Car
323,Dr. Antonio Francis,Male,34,City,Cold,Low,Leisure,2,0,12,August,Car
324,Amanda Stewart,Male,55,Countryside,Warm,High,Leisure,5,0,12,July,Ferry
325,Kevin David,Female,54,Mountain,Cold,High,Leisure,1,0,9,July,Ferry
326,Christina Lopez,Male,25,Photography Expedition,Warm,Low,Business,1,1,10,June,Ferry
327,James Cole,Female,40,Island,Hot,Medium,Business,4,1,5,July,Car
328,Zachary Ortega,Male,58,Lake,Warm,High,Business,3,0,14,July,Ferry
329,Jason Cordova,Male,33,City,Warm,Low,Business,1,1,5,June,Train
330,Debbie Hall,Female,60,Winery,Hot,High,Business,1,1,11,August,Bus
331,Theresa Griffin,Male,24,Lake,Cold,Medium,Business,5,1,9,June,Bus
332,Valerie Hicks,Female,26,Mountain,Cold,Low,Leisure,3,1,10,July,Ferry
333,Jeffrey Brewer,Female,20,Island,Warm,Low,Leisure,1,1,9,June,Ferry
334,Kathryn Munoz,Male,51,Countryside,Hot,High,Leisure,1,1,14,August,Airplane
335,Dustin Flores,Female,30,Village,Hot,Medium,Leisure,5,1,3,June,Train
336,Caroline Perry,Male,40,City,Warm,Medium,Leisure,3,0,1,June,Bus
337,Martin Sanchez,Male,20,City,Warm,High,Business,1,1,7,July,Car
338,Sharon Davis,Male,57,Lake,Hot,Low,Leisure,5,1,6,August,Ferry
339,Kaitlyn Palmer,Female,63,Mountain,Warm,Medium,Leisure,4,1,11,August,Bus
340,Evan Taylor,Male,42,Island,Cold,High,Business,2,0,4,July,Train
341,Christine Marshall,Female,56,City,Warm,High,Leisure,5,0,10,June,Bus
342,Daniel Alexander,Male,36,Winery,Warm,High,Business,4,1,1,July,Airplane
343,Troy Cook,Male,52,Photography Expedition,Warm,Low,Business,1,1,5,June,Car
344,Rebecca Watts,Male,45,Winery,Warm,Medium,Leisure,3,1,1,July,Train
345,Robert Good,Female,26,Village,Warm,Medium,Business,5,0,4,July,Train
346,Paul Wilson,Female,59,City,Warm,Medium,Business,1,0,5,August,Ferry
347,Lance Rodriguez,Male,31,Mountain,Hot,Medium,Business,2,1,4,August,Car
348,Jessica Freeman,Male,48,Countryside,Hot,Medium,Leisure,1,0,8,July,Car
349,Julia Myers,Female,35,Ski Resort,Warm,High,Business,1,1,14,August,Car
350,Andre West,Female,26,Lake,Warm,Low,Leisure,5,1,9,June,Bus
351,Eric Brown,Female,48,Photography Expedition,Warm,Low,Business,4,1,14,August,Airplane
352,Sherry Ramirez,Male,64,Lake,Hot,High,Business,5,0,3,August,Car
353,Austin Stewart,Female,30,City,Warm,Low,Leisure,2,0,7,July,Train
354,David Hudson,Female,29,Countryside,Cold,Low,Business,1,1,8,June,Ferry
355,Kimberly Peterson,Female,25,City,Hot,High,Business,5,1,2,August,Ferry
356,Michelle James,Male,52,City,Warm,Medium,Leisure,3,0,13,June,Ferry
357,Andre Lawrence,Male,19,Ski Resort,Hot,High,Leisure,3,0,14,July,Train
358,Brooke Lee,Male,64,Lake,Hot,High,Business,2,0,3,August,Bus
359,Justin Torres,Male,53,City,Warm,High,Leisure,3,1,11,August,Bus
360,Steven Edwards,Female,33,Village,Hot,Low,Leisure,4,1,8,June,Ferry
361,Dr. Linda Lopez,Female,39,Lake,Warm,Low,Business,3,1,5,June,Ferry
362,Mikayla Sellers,Female,36,Lake,Cold,Low,Business,2,1,11,July,Bus
363,Rachel Carter,Female,27,Ski Resort,Cold,Medium,Business,5,0,11,June,Bus
364,Charles James,Female,47,Ski Resort,Hot,Low,Leisure,1,0,5,July,Ferry
365,Larry Thomas,Female,42,Island,Warm,Low,Business,2,0,10,June,Ferry
366,Bradley Kidd,Male,18,City,Warm,Medium,Leisure,1,1,6,August,Ferry
367,Phillip Jones,Male,34,Village,Cold,Low,Business,2,0,14,July,Train
368,Karen Parker,Female,23,Spa Retreat,Hot,High,Leisure,1,1,4,August,Bus
369,Nicholas Smith,Male,30,Island,Hot,Low,Leisure,5,1,7,June,Ferry
370,Jill Taylor,Male,36,Mountain,Hot,High,Leisure,2,0,6,July,Train
371,Cameron Taylor,Female,55,Photography Expedition,Hot,Low,Leisure,4,0,9,August,Car
372,Amber Williams,Female,49,Island,Cold,Low,Leisure,5,1,4,July,Train
373,Mrs. Amber Hubbard,Female,53,Village,Warm,Medium,Leisure,2,1,4,August,Airplane
374,Ms. Erin Cochran PhD,Female,37,Mountain,Hot,Low,Leisure,4,0,5,June,Car
375,Jamie Riley,Female,26,City,Cold,Low,Leisure,4,1,12,June,Airplane
376,David Riley,Female,44,City,Warm,Low,Business,1,0,2,June,Ferry
377,Vanessa Lawson,Female,22,Mountain,Cold,Medium,Leisure,2,0,6,August,Ferry
378,Christopher Smith,Female,58,Village,Cold,Low,Business,1,0,13,July,Train
379,Mary Owens,Male,52,Village,Cold,Medium,Leisure,4,0,2,July,Bus
380,Randy Martin,Male,58,Ski Resort,Hot,High,Leisure,2,1,5,July,Airplane
381,James Zavala,Male,61,Village,Hot,Medium,Business,5,0,12,July,Ferry
382,Stephen Hicks,Male,33,Mountain,Warm,Medium,Leisure,4,1,5,July,Airplane
383,Richard Smith,Male,48,Photography Expedition,Hot,Low,Business,1,0,3,July,Bus
384,Erik Anthony,Female,22,Village,Cold,Low,Business,3,1,2,July,Train
385,Annette Allen,Female,23,Village,Hot,Medium,Business,5,0,12,June,Airplane
386,Ashley Harrison,Female,19,Lake,Hot,Medium,Business,5,1,1,June,Car
387,Brett Washington,Male,52,City,Warm,Medium,Business,4,1,5,June,Train
388,Zachary Allen,Male,29,Photography Expedition,Hot,Low,Leisure,3,0,14,August,Bus
389,Catherine Ferguson,Male,57,Winery,Hot,Low,Business,4,0,2,July,Bus
390,Marvin Wilson,Male,39,City,Cold,Medium,Leisure,5,0,1,August,Ferry
391,Carrie Garrett,Male,25,Village,Cold,Medium,Leisure,5,0,9,June,Ferry
392,Eric Lawson,Female,40,Island,Warm,High,Business,1,1,7,August,Airplane
393,Amber Zamora,Female,54,Countryside,Cold,Low,Business,1,0,7,June,Ferry
394,Henry Brooks,Male,53,Lake,Hot,Medium,Business,5,0,9,June,Car
395,Rebecca Sexton,Female,62,Ski Resort,Hot,High,Business,1,1,3,June,Car
396,Mr. Jonathan Romero,Male,38,Photography Expedition,Warm,High,Leisure,2,1,12,June,Train
397,Samuel Reeves,Male,55,Winery,Warm,Low,Business,2,1,11,July,Airplane
398,Kimberly Smith,Female,59,Lake,Cold,Low,Leisure,2,0,11,June,Bus
399,Jennifer Stevens,Male,58,Island,Hot,High,Leisure,3,1,9,August,Ferry
400,Shane Robertson,Male,48,City,Hot,High,Business,2,1,14,June,Car
401,Maria Moody,Male,62,Spa Retreat,Cold,Medium,Business,2,1,3,August,Car
402,Sharon Roberson,Male,47,City,Hot,Medium,Leisure,4,0,7,July,Car
403,Jonathan Scott,Female,60,Photography Expedition,Warm,Low,Business,4,0,13,July,Bus
404,Jamie Gross,Male,49,Lake,Hot,High,Leisure,1,0,7,July,Ferry
405,Tina Miller,Female,31,City,Cold,High,Leisure,2,1,6,July,Airplane
406,Katherine Conway,Female,33,Mountain,Cold,Low,Business,5,0,7,August,Car
407,Kristina Mason,Male,42,Ski Resort,Hot,Medium,Leisure,2,1,9,June,Airplane
408,James Clarke,Female,55,Village,Warm,Medium,Business,2,0,10,July,Ferry
409,Michael Roberson,Female,46,Ski Resort,Hot,Low,Leisure,4,1,1,August,Bus
410,Megan Parker,Female,18,Lake,Cold,Low,Business,1,1,8,July,Car
411,Jennifer Lawson,Male,60,Winery,Warm,High,Business,4,1,4,July,Ferry
412,Carolyn Horn,Male,43,Village,Cold,Low,Business,4,1,12,August,Car
413,Kimberly Bryant,Male,18,Spa Retreat,Warm,Medium,Business,1,1,11,July,Airplane
414,Alexa Riley,Female,57,Winery,Hot,Medium,Business,3,1,6,June,Bus
415,Janet Santos,Female,61,Village,Cold,Low,Business,1,1,10,June,Ferry
416,Robert Bean,Female,19,Winery,Warm,Low,Leisure,5,1,5,July,Ferry
417,Blake Rose,Male,59,Countryside,Cold,High,Leisure,1,1,13,June,Car
418,Kristen Griffin DDS,Female,64,Winery,Warm,High,Business,1,1,2,August,Airplane
419,Jesse Dennis,Female,33,Ski Resort,Hot,Low,Leisure,2,0,11,July,Bus
420,Cynthia White,Male,38,Village,Hot,Medium,Business,4,1,4,June,Train
421,Paul Crawford,Male,28,Lake,Warm,Medium,Business,4,1,6,August,Airplane
422,Samantha Thomas,Female,53,City,Hot,Low,Leisure,4,1,13,June,Airplane
423,Sean Sanchez,Male,53,Lake,Warm,High,Leisure,4,1,14,August,Bus
424,James Potts,Male,31,Countryside,Warm,Low,Business,5,0,4,June,Train
425,Patrick Richardson,Male,26,Village,Hot,Medium,Leisure,4,0,2,June,Train
426,Anthony Mendoza,Male,58,Ski Resort,Hot,High,Business,5,0,9,August,Train
427,James Reed,Male,54,Ski Resort,Hot,Medium,Leisure,3,1,4,June,Bus
428,Stephen Rodriguez,Male,33,Ski Resort,Warm,Low,Leisure,4,0,7,August,Ferry
429,Brianna Hinton,Female,63,Countryside,Warm,Medium,Business,5,0,14,August,Train
430,Jeanne Hunter,Male,60,Photography Expedition,Hot,High,Business,1,0,12,July,Ferry
431,Todd Lee,Male,20,Spa Retreat,Cold,High,Business,1,0,4,June,Bus
432,Tina Morrison,Female,34,Photography Expedition,Warm,Medium,Leisure,3,0,11,July,Airplane
433,Benjamin Vasquez,Female,35,Countryside,Cold,Low,Business,3,1,10,June,Airplane
434,Raymond Young,Male,52,Ski Resort,Cold,Low,Leisure,3,1,14,June,Airplane
435,Donald Patton,Female,35,Countryside,Hot,Low,Leisure,3,1,5,June,Airplane
436,Debra May,Female,57,Photography Expedition,Warm,High,Leisure,5,0,6,June,Ferry
437,Jessica Elliott,Female,32,Village,Cold,Medium,Business,1,0,14,June,Ferry
438,Daniel Rodriguez,Male,25,Village,Warm,Low,Leisure,1,1,2,June,Airplane
439,Vanessa Hernandez,Female,30,Winery,Warm,High,Business,3,0,14,August,Car
440,Ryan Mccall,Male,61,Countryside,Cold,Low,Business,5,0,11,August,Bus
441,David Mitchell,Female,55,Photography Expedition,Warm,Medium,Leisure,4,0,5,June,Ferry
442,Krystal Myers,Male,54,Winery,Warm,Medium,Business,2,0,1,June,Bus
443,Jack Parker,Female,24,Mountain,Warm,Low,Business,1,1,3,August,Train
444,Chris Yates,Female,45,Winery,Hot,Low,Leisure,1,1,7,August,Car
445,Jason Rodriguez,Female,32,City,Cold,Low,Leisure,3,1,8,July,Car
446,Ronnie Vega,Male,24,Spa Retreat,Cold,Medium,Leisure,5,1,14,July,Ferry
447,Joseph Baker,Male,50,Mountain,Hot,Low,Leisure,2,0,8,July,Ferry
448,Joshua Becker,Male,18,Village,Hot,Medium,Leisure,3,1,9,July,Airplane
449,Gabrielle Blake,Male,40,Island,Hot,Low,Leisure,5,1,7,July,Bus
450,Lauren Ware,Female,62,Winery,Cold,Medium,Leisure,3,0,13,July,Bus
451,Matthew Thomas,Female,46,Winery,Warm,Low,Business,5,1,5,July,Car
452,Megan Andrews,Male,28,Photography Expedition,Hot,High,Leisure,3,0,11,August,Bus
453,Leonard Cole,Female,19,Countryside,Warm,Medium,Business,2,0,1,July,Car
454,Sandra Reid,Male,41,Lake,Warm,Medium,Leisure,5,0,5,August,Airplane
455,Jeffrey Hall,Female,41,Island,Cold,Medium,Business,2,0,10,July,Car
456,James Quinn,Male,46,Mountain,Cold,Low,Business,2,1,5,June,Bus
457,Teresa Morrow,Male,49,Lake,Cold,High,Leisure,4,1,1,August,Car
458,Cynthia Lewis,Male,53,Spa Retreat,Hot,High,Leisure,5,1,12,August,Car
459,Alexandra Pearson,Male,55,Ski Resort,Warm,Medium,Business,4,0,7,June,Airplane
460,Jack Murphy,Female,48,Mountain,Warm,High,Business,4,1,11,July,Bus
461,Allison Soto,Female,24,Winery,Warm,High,Business,4,1,2,June,Train
462,Nicholas Williams,Female,23,Mountain,Hot,Medium,Leisure,2,1,14,July,Car
463,Sylvia Alexander,Female,49,Village,Cold,High,Business,3,0,1,June,Bus
464,Emily Henderson,Male,23,Ski Resort,Warm,Low,Leisure,5,1,5,June,Train
465,Lauren Peterson,Male,29,Winery,Warm,High,Leisure,2,1,14,August,Bus
466,Jason Williams,Male,31,Lake,Warm,Low,Business,3,0,3,August,Train
467,Hannah Miller,Female,24,Island,Hot,Medium,Business,4,1,8,June,Car
468,Catherine Hoffman,Female,33,Spa Retreat,Warm,Medium,Business,4,1,6,July,Train
469,Tammy Davis,Male,25,Winery,Warm,Low,Leisure,3,0,7,July,Airplane
470,Christopher Hughes,Female,31,Ski Resort,Cold,High,Business,3,1,10,July,Bus
471,Ashley Johnson,Female,39,Mountain,Cold,Low,Leisure,5,1,9,August,Airplane
472,Deborah Diaz,Female,31,Island,Cold,Low,Leisure,3,0,1,August,Car
473,Daniel Sanchez,Female,46,Mountain,Warm,Low,Leisure,4,1,2,August,Ferry
474,Michael Sawyer,Female,64,Winery,Cold,Medium,Business,2,1,10,June,Car
475,Holly Johnson,Female,52,Village,Cold,Medium,Business,5,1,1,August,Train
476,Melanie Hart,Female,25,City,Hot,High,Leisure,4,0,2,June,Train
477,Matthew Buchanan,Male,49,Village,Cold,High,Leisure,2,1,12,June,Car
478,Ryan Diaz,Female,41,Village,Cold,High,Leisure,5,0,1,July,Bus
479,Mrs. Amy Martinez,Female,18,Photography Expedition,Hot,High,Leisure,1,0,10,June,Ferry
480,Kevin Vance,Female,45,Mountain,Hot,Medium,Leisure,5,1,1,July,Car
481,Michael Smith,Male,38,Countryside,Cold,Medium,Business,1,1,9,July,Car
482,Sarah Stewart,Female,49,Lake,Warm,Medium,Leisure,2,0,10,July,Train
483,Samuel Morrow,Female,52,Village,Warm,Low,Business,5,1,4,July,Ferry
484,Michael Fowler,Male,45,Island,Hot,High,Business,1,0,12,August,Train
485,Renee Perry,Female,36,Lake,Warm,Low,Business,2,1,8,August,Ferry
486,Michael Williams,Female,59,Ski Resort,Hot,High,Leisure,1,0,7,July,Ferry
487,Grant Johnson,Female,64,Lake,Hot,Low,Business,1,1,5,June,Bus
488,April Valencia,Female,64,Village,Cold,Medium,Business,2,1,3,June,Bus
489,Richard Boyd,Female,46,Lake,Warm,Medium,Business,2,1,1,August,Car
490,David Doyle,Male,51,Photography Expedition,Warm,Medium,Leisure,4,0,11,June,Bus
491,Ricardo Obrien,Female,26,Lake,Warm,Low,Leisure,4,0,2,June,Bus
492,Kimberly Gibson,Female,50,Countryside,Warm,High,Leisure,4,0,4,August,Bus
493,Shannon Castillo,Female,24,City,Cold,Medium,Leisure,2,0,12,August,Airplane
494,Susan Riley,Female,33,Village,Hot,Medium,Business,1,1,4,August,Bus
495,James Quinn,Female,29,Mountain,Warm,Medium,Business,2,1,2,June,Airplane
496,Christopher Logan,Female,24,Ski Resort,Warm,High,Business,3,0,6,August,Ferry
497,Cynthia Brown,Female,50,Spa Retreat,Warm,Low,Business,3,0,3,July,Ferry
498,Jill Parks DVM,Male,32,Spa Retreat,Warm,High,Leisure,1,0,13,July,Car
499,Theresa Armstrong,Female,63,Mountain,Hot,High,Leisure,2,0,5,July,Car
500,Cody Willis,Male,61,Mountain,Warm,High,Leisure,4,0,4,August,Train
501,Patrick Hendrix,Male,23,Mountain,Hot,High,Business,4,1,2,August,Bus
502,Jade Shaffer,Female,32,City,Cold,High,Business,1,1,8,August,Airplane
503,Christopher Newman,Female,20,Spa Retreat,Hot,Low,Business,5,1,4,August,Car
504,Anthony Wagner,Male,33,Mountain,Hot,Low,Leisure,4,1,13,August,Car
505,Diane Steele,Female,39,Winery,Cold,Low,Business,4,0,7,June,Car
506,Debra Davis,Male,47,Countryside,Cold,Medium,Leisure,4,0,3,June,Airplane
507,Brianna Warren,Male,48,Spa Retreat,Cold,High,Leisure,5,0,4,August,Ferry
508,Lauren Johnson,Male,23,Ski Resort,Hot,High,Leisure,4,0,11,June,Ferry
509,William Olsen,Male,36,Mountain,Warm,High,Leisure,5,0,9,August,Ferry
510,Andrew Fischer,Male,38,Island,Warm,Low,Business,2,0,8,August,Bus
511,Pamela Bush,Male,26,City,Hot,Medium,Business,5,0,4,July,Bus
512,Katrina Williamson,Female,27,Winery,Cold,Medium,Leisure,4,1,5,August,Train
513,Gary Ellis,Female,20,Mountain,Hot,Medium,Business,5,0,7,June,Bus
514,Daniel Melendez,Female,26,City,Hot,Medium,Leisure,5,1,8,June,Train
515,Mr. Richard Higgins,Male,38,Countryside,Cold,Low,Leisure,5,0,14,June,Train
516,Alyssa Day,Male,46,City,Cold,Medium,Leisure,1,1,2,July,Airplane
517,Deborah Singh,Male,51,Mountain,Cold,High,Business,4,0,3,August,Bus
518,Douglas Newton,Female,46,Winery,Cold,Low,Leisure,2,0,1,June,Airplane
519,Julie King,Female,29,City,Warm,Medium,Leisure,1,1,7,July,Bus
520,Mark Lopez,Female,43,Lake,Warm,Medium,Business,5,0,4,August,Bus
521,Michael Scott,Male,39,Photography Expedition,Warm,High,Business,4,0,4,August,Ferry
522,Holly Conley,Female,35,Countryside,Hot,High,Leisure,1,1,2,June,Train
523,Hannah Parks,Female,30,Ski Resort,Cold,High,Leisure,2,0,10,July,Bus
524,Anna Dean,Female,56,Countryside,Warm,High,Leisure,4,0,7,July,Airplane
525,Veronica Thompson,Male,58,Photography Expedition,Cold,High,Business,5,1,6,July,Car
526,Ryan Williams,Female,29,Photography Expedition,Hot,Medium,Business,1,0,12,June,Train
527,Jody Schultz,Female,59,Mountain,Cold,Medium,Leisure,2,1,11,August,Bus
528,Laura Morris,Male,43,Photography Expedition,Cold,Low,Business,1,1,1,July,Car
529,Gregory Mccann,Female,40,Winery,Hot,Medium,Business,4,1,13,June,Train
530,Theresa Jones,Female,54,Photography Expedition,Cold,High,Leisure,5,0,5,June,Airplane
531,Mary Perez,Female,25,Ski Resort,Cold,Low,Leisure,3,1,4,July,Airplane
532,Brittany Freeman,Female,58,Ski Resort,Cold,Low,Business,5,0,6,July,Car
533,Jesse Turner,Male,47,Photography Expedition,Cold,High,Business,3,0,9,June,Train
534,Dawn Torres,Male,26,Ski Resort,Cold,Medium,Business,2,1,3,August,Ferry
535,Joy Tucker,Female,25,Photography Expedition,Warm,Medium,Business,5,1,1,August,Airplane
536,Sabrina Kelley,Female,63,Countryside,Warm,High,Business,5,1,9,June,Car
537,Hannah Garcia,Male,38,Spa Retreat,Cold,High,Business,1,0,7,August,Car
538,Steven Robbins,Female,44,Ski Resort,Cold,Medium,Business,2,1,7,July,Train
539,Tonya Atkinson,Male,50,City,Hot,Medium,Leisure,1,0,10,July,Ferry
540,Christina Short,Male,28,Lake,Cold,High,Business,2,0,6,June,Ferry
541,Mr. Shane Allen,Male,40,Village,Cold,High,Leisure,5,0,7,July,Ferry
542,Patricia Adams,Female,35,Lake,Hot,Medium,Leisure,5,0,2,June,Airplane
543,Joseph Watkins,Male,29,Spa Retreat,Warm,Low,Business,5,1,3,August,Car
544,Joseph Rich,Male,53,Mountain,Hot,Medium,Business,2,0,5,July,Car
545,Brian Yang,Female,32,Winery,Hot,Medium,Leisure,2,0,1,August,Bus
546,Mary Martinez,Female,48,Island,Hot,High,Leisure,1,0,5,July,Airplane
547,Dr. Becky Mendez MD,Female,53,Spa Retreat,Hot,Low,Leisure,5,1,11,June,Bus
548,Victoria Murphy,Female,55,Island,Cold,Medium,Business,3,1,7,July,Ferry
549,Scott Anderson,Male,36,Spa Retreat,Cold,Medium,Business,2,0,10,July,Ferry
550,Kristen Jackson,Female,35,Village,Warm,High,Leisure,3,1,6,June,Ferry
551,Robert Schroeder,Male,43,Lake,Warm,High,Business,4,0,12,June,Bus
552,Kenneth Jones,Male,53,Lake,Warm,Low,Business,3,0,2,July,Ferry
553,Jaclyn Brown,Female,19,Lake,Hot,Medium,Business,3,0,9,July,Bus
554,Evan Tran,Male,53,Mountain,Hot,High,Business,3,1,7,June,Train
555,Randall Gibson,Male,26,Mountain,Hot,Medium,Leisure,5,1,4,June,Train
556,Walter Gilmore,Male,25,Island,Cold,Medium,Business,4,1,8,June,Bus
557,Destiny Clark,Male,59,City,Hot,Low,Business,4,0,13,July,Car
558,Dawn Ruiz,Female,64,Island,Cold,High,Business,5,1,11,June,Bus
559,Joanna Wright,Male,43,Island,Warm,Low,Leisure,5,0,8,July,Car
560,William Scott,Female,60,Mountain,Hot,Medium,Business,4,1,11,June,Car
561,Mike Graham,Female,20,Ski Resort,Cold,Low,Leisure,3,1,14,July,Airplane
562,Daniel Gutierrez,Male,30,Island,Cold,High,Leisure,5,1,1,July,Ferry
563,Jeffrey Henry,Female,51,Countryside,Cold,Low,Business,5,1,12,June,Car
564,Mary Garcia,Female,29,City,Cold,Low,Leisure,3,1,14,August,Train
565,Angela Alexander,Male,62,Spa Retreat,Cold,Low,Business,5,1,13,August,Bus
566,Rachel Hayes,Male,59,Village,Warm,High,Business,2,0,10,August,Airplane
567,Rhonda Powell DVM,Female,24,Island,Cold,Medium,Business,2,1,10,June,Bus
568,Michael Rhodes,Female,30,Spa Retreat,Hot,Low,Leisure,1,1,2,July,Train
569,Brittany Smith,Female,63,City,Hot,High,Business,2,1,8,June,Car
570,Daniel Fox,Male,20,Lake,Hot,Medium,Business,3,0,6,July,Bus
571,Ashley Wilson,Male,39,Village,Cold,Medium,Business,4,0,8,July,Bus
572,Justin Gutierrez,Female,21,Mountain,Hot,Low,Business,5,0,13,August,Ferry
573,Tammy Willis,Male,32,Lake,Warm,High,Business,2,1,5,July,Ferry
574,Annette Fleming,Female,29,Ski Resort,Cold,Low,Leisure,3,0,10,June,Ferry
575,Mrs. Mary Cruz PhD,Female,34,Photography Expedition,Hot,Low,Business,5,0,11,August,Airplane
576,Christine Gibson,Male,54,Island,Cold,High,Leisure,1,0,8,August,Car
577,Leslie Barber,Male,20,Ski Resort,Cold,Medium,Business,2,0,3,June,Airplane
578,Candace White,Male,18,Winery,Cold,Medium,Leisure,5,1,14,August,Train
579,Meghan Ferguson,Male,33,Countryside,Hot,High,Business,4,1,6,August,Airplane
580,Katie Holder,Female,64,Island,Warm,High,Business,1,0,5,August,Bus
581,Nicholas Gonzalez,Male,32,Winery,Hot,High,Leisure,3,1,9,June,Airplane
582,Joanna Banks,Female,28,City,Hot,Medium,Leisure,1,1,1,June,Car
583,Emily Page,Female,42,Mountain,Cold,Medium,Business,1,1,9,June,Ferry
584,Sara Steele,Male,56,Countryside,Cold,Low,Leisure,1,0,1,July,Ferry
585,Jessica Rodriguez,Male,39,Countryside,Cold,Medium,Business,3,0,13,July,Train
586,David Conner,Female,62,Spa Retreat,Hot,Medium,Business,2,0,5,June,Train
587,Shannon Allison,Male,36,Spa Retreat,Warm,Medium,Business,2,1,11,July,Airplane
588,Monica Scott,Male,54,Mountain,Warm,Low,Leisure,1,0,2,August,Bus
589,Timothy Benton,Female,53,Winery,Warm,Medium,Leisure,3,0,3,August,Car
590,Mrs. Jessica Taylor,Male,41,Spa Retreat,Warm,Low,Leisure,3,1,1,July,Train
591,Alexander Maxwell,Female,25,Winery,Warm,High,Business,3,0,2,June,Ferry
592,Jennifer Hernandez,Female,38,Countryside,Hot,High,Leisure,2,1,11,July,Airplane
593,Laura Mayo,Female,25,Mountain,Cold,Low,Leisure,4,0,5,August,Train
594,Allison Barry,Female,21,Spa Retreat,Cold,Medium,Business,5,1,12,June,Train
595,Jennifer Cruz,Male,24,Countryside,Cold,Low,Business,3,1,9,July,Airplane
596,Scott Davis,Female,56,Island,Cold,High,Leisure,2,0,8,June,Car
597,Maria Wilcox,Male,26,Lake,Cold,High,Leisure,4,1,12,August,Train
598,Daniel May,Female,30,City,Cold,Low,Business,1,1,2,July,Airplane
599,Emily Walker,Female,45,Mountain,Cold,Low,Leisure,5,0,11,June,Bus
600,Ashley Smith,Male,34,Village,Hot,Low,Leisure,5,1,11,August,Airplane
601,Erika Dixon,Female,64,Ski Resort,Cold,Medium,Leisure,3,0,5,July,Train
602,Jessica Noble,Female,55,City,Cold,Medium,Leisure,2,0,6,June,Ferry
603,Jonathan Guerrero,Female,58,Photography Expedition,Hot,Medium,Business,1,0,7,June,Car
604,Terry Mason MD,Male,49,Mountain,Cold,High,Leisure,1,1,11,August,Bus
605,Brian Morales,Female,49,Winery,Warm,High,Leisure,2,0,9,August,Ferry
606,Jonathan Guerrero,Male,36,Mountain,Cold,Low,Leisure,2,0,9,June,Ferry
607,Sarah Rodriguez,Male,23,City,Hot,High,Business,4,1,3,July,Ferry
608,Jennifer Sims,Female,52,Island,Warm,Medium,Business,1,1,2,July,Bus
609,Bruce Coffey,Female,27,Ski Resort,Hot,High,Business,1,0,14,June,Car
610,Tara Roy,Female,27,Ski Resort,Hot,High,Business,2,0,1,August,Car
611,Samantha Cook,Male,56,Photography Expedition,Hot,High,Leisure,2,1,11,June,Bus
612,Jimmy Berger,Male,55,Ski Resort,Hot,Medium,Leisure,1,0,10,July,Airplane
